time=2026-09-24T15:43:59.838+08:00 level=INFO msg="no upstream keys yet; open the panel and add them, /healthz stays 503 until then"
time=2026-09-24T15:51:17.160+08:00 level=INFO msg=http component=server method=GET path=/v0/management/api-keys status=200 bytes=93 ip=127.0.0.1:4124 took=0s
time=2026-09-24T15:51:17.160+08:00 level=INFO msg=http component=server method=GET path=/v0/management/usage status=200 bytes=23 ip=127.0.0.1:29759 took=0s
time=2026-09-24T15:51:17.160+08:00 level=INFO msg=http component=server method=GET path=/v0/management/proxies status=200 bytes=14 ip=127.0.0.1:35960 took=0s
time=2026-09-24T15:51:17.160+08:00 level=INFO msg=http component=server method=GET path=/v0/management/settings status=200 bytes=182 ip=127.0.0.1:4823 took=0s
time=2026-09-24T15:51:19.153+08:00 level=INFO msg=http component=server method=GET path=/v0/management/stats status=200 bytes=231 ip=127.0.0.1:4823 took=0s
time=2026-09-24T15:51:19.153+08:00 level=INFO msg=http component=server method=GET path=/v0/management/keys status=200 bytes=11 ip=127.0.0.1:35960 took=0s
time=2026-09-24T15:51:19.153+08:00 level=INFO msg=http component=server method=GET path=/v0/management/api-keys status=200 bytes=93 ip=127.0.0.1:29759 took=0s
time=2026-09-24T15:51:19.153+08:00 level=INFO msg=http component=server method=GET path=/v0/management/usage status=200 bytes=23 ip=127.0.0.1:4124 took=0s
time=2026-09-24T15:51:19.153+08:00 level=INFO msg=http component=server method=GET path=/v0/management/proxies status=200 bytes=14 ip=127.0.0.1:62131 took=0s
time=2026-09-24T15:51:19.153+08:00 level=INFO msg=http component=server method=GET path=/v0/management/settings status=200 bytes=182 ip=127.0.0.1:61307 took=0s
time=2026-09-24T15:51:45.157+08:00 level=INFO msg=http component=server method=GET path=/v0/management/keys status=200 bytes=11 ip=127.0.0.1:62131 took=0s
time=2026-09-24T15:51:45.158+08:00 level=INFO msg=http component=server method=GET path=/v0/management/settings status=200 bytes=182 ip=127.0.0.1:4823 took=0s
time=2026-09-24T15:51:45.157+08:00 level=INFO msg=http component=server method=GET path=/v0/management/stats status=200 bytes=231 ip=127.0.0.1:61307 took=0s
time=2026-09-24T15:51:45.157+08:00 level=INFO msg=http component=server method=GET path=/v0/management/usage status=200 bytes=23 ip=127.0.0.1:29759 took=0s
time=2026-09-24T15:51:45.157+08:00 level=INFO msg=http component=server method=GET path=/v0/management/proxies status=200 bytes=14 ip=127.0.0.1:35960 took=0s
time=2026-09-24T15:51:45.157+08:00 level=INFO msg=http component=server method=GET path=/v0/management/api-keys status=200 bytes=93 ip=127.0.0.1:4124 took=1ms
time=2026-09-24T15:52:26.893+08:00 level=INFO msg=http component=server method=GET path=/v0/management/stats status=200 bytes=231 ip=127.0.0.1:4124 took=0s
time=2026-09-24T15:52:26.895+08:00 level=INFO msg=http component=server method=GET path=/v0/management/keys status=200 bytes=11 ip=127.0.0.1:35960 took=1ms
time=2026-09-24T15:52:26.895+08:00 level=INFO msg=http component=server method=GET path=/v0/management/api-keys status=200 bytes=93 ip=127.0.0.1:29759 took=0s
time=2026-09-24T15:52:26.895+08:00 level=INFO msg=http component=server method=GET path=/v0/management/usage status=200 bytes=23 ip=127.0.0.1:61307 took=0s
time=2026-09-24T15:52:26.896+08:00 level=INFO msg=http component=server method=GET path=/v0/management/proxies status=200 bytes=14 ip=127.0.0.1:4823 took=0s
time=2026-09-24T15:52:26.899+08:00 level=INFO msg=http component=server method=GET path=/v0/management/settings status=200 bytes=182 ip=127.0.0.1:62131 took=0s
time=2026-09-24T15:52:28.117+08:00 level=INFO msg=http component=server method=GET path=/v0/management/panel status=200 bytes=1243005 ip=127.0.0.1:62131 took=4ms
time=2026-09-24T15:52:28.803+08:00 level=INFO msg=http component=server method=GET path=/v0/management/keys status=200 bytes=11 ip=127.0.0.1:4823 took=0s
time=2026-09-24T15:52:28.803+08:00 level=INFO msg=http component=server method=GET path=/v0/management/stats status=200 bytes=231 ip=127.0.0.1:62131 took=0s
time=2026-09-24T15:52:28.803+08:00 level=INFO msg=http component=server method=GET path=/v0/management/usage status=200 bytes=23 ip=127.0.0.1:29759 took=0s
time=2026-09-24T15:52:28.803+08:00 level=INFO msg=http component=server method=GET path=/v0/management/proxies status=200 bytes=14 ip=127.0.0.1:35960 took=0s
time=2026-09-24T15:52:28.803+08:00 level=INFO msg=http component=server method=GET path=/v0/management/api-keys status=200 bytes=93 ip=127.0.0.1:61307 took=0s
time=2026-09-24T15:52:28.803+08:00 level=INFO msg=http component=server method=GET path=/v0/management/settings status=200 bytes=182 ip=127.0.0.1:4124 took=0s
time=2026-09-24T15:52:29.781+08:00 level=INFO msg=http component=server method=GET path=/favicon.ico status=401 bytes=100 ip=127.0.0.1:4124 took=0s
time=2026-09-24T15:52:33.799+08:00 level=INFO msg=http component=server method=GET path=/v0/management/stats status=200 bytes=231 ip=127.0.0.1:4124 took=0s
